Date,FSPSX,FSGGX,FTIEX,FSHCX,FCPVX,FISMX,FGILX,FEDDX,FIREX,FBCVX
2022-01-31,-0.038069942452412575,-0.024893314366998598,-0.028003613369467106,-0.08132476343510087,-0.03520352035203522,-0.02934463645255958,-0.022805017103762704,-0.022207267833109,-0.051361867704280195,-0.003814973772055197
2022-02-28,-0.031063046479521406,-0.03355215171407733,-0.04925650557620809,0.04431056262753863,0.023375142531356863,-0.0278804165267047,-0.019253208868144744,-0.018582243633860962,-0.033634126333059844,0.003350885591191899
2022-03-31,0.0009498931370219843,-0.0030188679245282124,-0.011730205278592476,0.06318042244347266,-0.004456824512534707,-0.013476157567380853,0.011302795954788891,-0.005610098176718092,0.018675721561969505,0.0147900763358777
2022-04-30,-0.06571767497034386,-0.06434519303557917,-0.0642927794263104,-0.042622089970243304,-0.07386681589255739,-0.0525394045534151,-0.04941176470588238,-0.05430183356840612,-0.0658333333333333,-0.042313117066290484
2022-05-31,0.01929913661757232,0.016990291262136026,0.01691331923890038,-0.009964347746594826,0.02477341389728105,0.013678373382624898,0.003712871287128605,0.018642803877703118,-0.00535236396074934,0.031909671084928704
2022-06-30,-0.0904334828101645,-0.08194112967382661,-0.08419958419958407,-0.02280701754385961,-0.10731132075471694,-0.0904449307075128,-0.07213316892725019,-0.08565153733528552,-0.08251121076233181,-0.07231208372978115
2022-07-31,0.05121884415228717,0.03379549393414227,0.04086265607264461,0.09685344420296693,0.09313077939233816,0.030874097834803438,0.05448504983388691,0.028022417934347343,0.05767350928641246,0.04923076923076919
2022-08-31,-0.057321521625846916,-0.04107292539815588,-0.03925845147219187,-0.027136457615437592,-0.04712990936555894,-0.04823026059898883,-0.042218021424070606,0.007788161993769416,-0.0739371534195934,-0.01319648093841641
2022-09-30,-0.09452736318407962,-0.09965034965034958,-0.09761634506242911,-0.03258655804480659,-0.09511731135066581,-0.10584389047813647,-0.08486842105263148,-0.09350850077279749,-0.12574850299401197,-0.0742942050520059
2022-10-31,0.05921855921855945,0.03592233009708723,0.040251572327044016,0.07816933638443935,0.10371408549404348,0.06032906764168189,0.0826743350107837,0.025575447570332477,0.007990867579908745,0.11128945960406633
2022-11-30,0.13717579250720457,0.1377694470477977,0.1378476420798067,-0.008489685032685323,0.053968253968254,0.1051724137931036,0.07038512616201853,0.10640066500415646,0.07474518686296716,0.05199807414540203
2022-12-31,-0.01799290420679167,-0.023887973640856708,-0.02444208289054206,-0.03253703228016103,-0.048192771084337394,-0.0031201248049922414,-0.04156327543424332,-0.01577761081893314,-0.006322444678609096,-0.02517162471395884
2023-01-31,0.08490322580645149,0.08523206751054846,0.08714596949891074,-0.002920612443579107,0.10126582278481,0.07785602503912381,0.056310679611650594,0.07709923664122131,0.05726405090137865,0.024882629107981113
2023-02-28,-0.02901998097050429,-0.0419906687402799,-0.04208416833667339,-0.052014912124977775,-0.016091954022988353,-0.00943738656987303,-0.026348039215686292,-0.033309709425938916,-0.028084252758274975,-0.04947320201557481
2023-03-31,0.03086722195002456,0.02922077922077926,0.023012552301255207,-0.017602996254681647,-0.05957943925233644,0.016123122022718928,0.03083700440528614,0.01026392961876832,-0.02786377708978327,-0.010120481927710867
2023-04-30,0.027566539923954414,0.018927444794952786,0.013292433537832382,0.04937094929470076,-0.014285714285714457,0.010457987738910823,0.015262515262515208,0.02394775036284469,0.03397027600849256,0.02969814995131448
2023-05-31,-0.03931544865864944,-0.03637770897832826,-0.03128153380423815,-0.04477747502270657,-0.026465028355387554,-0.02212705210563881,-0.02285027059530964,-0.016300496102055195,-0.04825462012320336,-0.037352245862884104
2023-06-30,0.04525758305247951,0.04497991967871484,0.04895833333333344,0.04411904535513922,0.07896440129449855,0.027737226277372296,0.04800000000000004,0.06484149855907773,-0.0021574973031283085,0.04223968565815328
2023-07-31,0.02763703362505754,0.0368946963873944,0.0347567030784508,0.01712048083052542,0.06778644271145762,0.0390625,0.022900763358778553,0.04397834912043308,0.039999999999999813,0.047125353440150786
2023-08-31,-0.03787539220080671,-0.044477390659747984,-0.040307101727447225,-0.05219804816903928,-0.03539325842696628,-0.03007518796992492,-0.03042479908151552,-0.055735580038885235,-0.038461538461538436,-0.03420342034203416
2023-09-30,-0.03587235033775915,-0.03413498836307227,-0.03599999999999992,0.021915737766861954,-0.05125218404193377,-0.034178999295278345,-0.03670811130846663,-0.00823610157858623,-0.044324324324324316,-0.008387698042870428
2023-10-31,-0.03213336554723356,-0.03373493975903619,-0.032157676348547715,0.02024403771491956,-0.05279312461632901,-0.041955490696825914,-0.025199754148739983,-0.03460207612456745,-0.05203619909502255,-0.023026315789473784
2023-11-30,0.08537194208686949,0.08395677472984198,0.090032154340836,0.006251698831204022,0.08230719377835394,0.08758568164508751,0.07503152585119799,0.0781362007168458,0.08353221957040557,0.05242905242905249
2023-12-31,0.054277828886844626,0.049846625766871266,0.05014749262536866,0.03277507653520617,0.11437125748502996,0.07072829131652658,0.04516129032258065,0.051861702127659726,0.08039647577092524,0.042047531992687404
2024-01-31,-0.003490401396160636,-0.01607012417823217,-0.014981273408239737,-0.021534437663469963,-0.02740462117141307,-0.013080444735120933,0.004489337822671136,-0.061314791403286995,-0.042813455657492394,-0.0035087719298246833
2024-02-29,0.027364273204903755,0.031922791388270255,0.035171102661597065,0.0309186492025304,0.04033149171270711,0.013253810470510219,0.03463687150838002,0.045791245791245716,-0.025559105431309903,0.026408450704225483
2024-03-31,0.03345408054549326,0.031654676258992875,0.04224058769513306,0.022385479688850518,0.050982474774296405,0.03106605624591241,0.0356371490280778,0.019317450096587363,0.03934426229508192,0.04845626072041154
2024-04-30,-0.03072164948453615,-0.023012552301255207,-0.023788546255506526,-0.062219967875560056,-0.07023749368367871,-0.02315255312400888,-0.0307612095933264,-0.0025268477574226234,-0.038906414300735936,-0.03394683026584855
2024-05-31,0.038502446288023906,0.03354746609564607,0.041516245487364545,-0.00585955106824132,0.03152173913043499,0.03896103896103886,0.04303388918773532,0.0,0.029540481400437635,0.0215918712955121
2024-06-30,-0.009422367882015559,0.0,-0.006932409012131546,-0.012513601741022784,-0.02476290832455208,-0.01749999999999996,-0.00206291903042799,0.019632678910703083,-0.028692879914984037,-0.01864898466639031
2024-07-31,0.029569892473118253,0.024861878453038555,0.02006980802792313,0.08200183654729098,0.11939492166396537,0.03625954198473269,0.03359173126614978,0.0031055900621115295,0.057986870897155374,0.04434121621621623
2024-08-31,0.03354087166097619,0.026280323450134757,0.021385799828913532,0.01671900195196474,-0.004826254826254761,0.011970534069981609,0.02750000000000008,0.00681114551083617,0.02998965873836612,0.023048928427011672
2024-09-30,0.008356004663816474,0.024294156270518563,0.025125628140703515,-0.015525876460767973,-0.005819592628516057,0.010615711252653925,0.009732360097323589,0.04428044280442789,0.04216867469879526,-0.007509881422924969
2024-10-31,-0.05511659279244552,-0.04743589743589749,-0.042483660130718914,-0.08428014244531112,-0.02195121951219514,-0.06272509003601445,-0.02795180722891555,-0.060070671378091856,-0.0818882466281311,-0.016726403823177916
2024-11-30,-0.0020395676116663486,-0.004710632570659512,-0.0008532423208190698,0.04972222222222222,0.0937655860349127,-0.0019212295869356355,0.04065443728309348,-0.03320802005012535,-0.016789087093389332,0.0558930741190764
